Country,Year,GDP,Continent,GDP Growth %
São Tomé and Príncipe,2025,864,Africa,8.54
Saudi Arabia,2020,734271,Asia,0.0
Saudi Arabia,2021,874157,Asia,19.05
Saudi Arabia,2022,1108571,Asia,26.82
Saudi Arabia,2023,1067583,Asia,-3.7
Saudi Arabia,2024,1085358,Asia,1.66
Saudi Arabia,2025,1083749,Asia,-0.15
Senegal,2020,24534,Africa,0.0
Senegal,2021,27584,Africa,12.43
Senegal,2022,27750,Africa,0.6
Senegal,2023,30625,Africa,10.36
Senegal,2024,32892,Africa,7.4
Senegal,2025,34728,Africa,5.58
Serbia,2020,55874,Europe,0.0
Serbia,2021,65830,Europe,17.82
Serbia,2022,66798,Europe,1.47
Serbia,2023,81343,Europe,21.77
Serbia,2024,89074,Europe,9.5
Serbia,2025,92549,Europe,3.9
Seychelles,2020,1384,Africa,0.0
Seychelles,2021,1490,Africa,7.66
Seychelles,2022,2018,Africa,35.44
Seychelles,2023,2187,Africa,8.37
Seychelles,2024,2168,Africa,-0.87
Seychelles,2025,2198,Africa,1.38
Sierra Leone,2020,6682,Africa,0.0
Sierra Leone,2021,7165,Africa,7.23
Sierra Leone,2022,7119,Africa,-0.64
Sierra Leone,2023,6397,Africa,-10.14
Sierra Leone,2024,7653,Africa,19.63
Sierra Leone,2025,8386,Africa,9.58
Singapore,2020,349166,Asia,0.0
Singapore,2021,436591,Asia,25.04
Singapore,2022,509018,Asia,16.59
Singapore,2023,505440,Asia,-0.7
Singapore,2024,547387,Asia,8.3
Singapore,2025,564774,Asia,3.18
Slovakia,2020,107646,Europe,0.0
Slovakia,2021,120672,Europe,12.1
Slovakia,2022,116020,Europe,-3.86
Slovakia,2023,132947,Europe,14.59
Slovakia,2024,140636,Europe,5.78
Slovakia,2025,147031,Europe,4.55
Slovenia,2020,53342,Europe,0.0
Slovenia,2021,61570,Europe,15.42
Slovenia,2022,59975,Europe,-2.59
Slovenia,2023,69168,Europe,15.33
Slovenia,2024,72463,Europe,4.76
Slovenia,2025,75224,Europe,3.81
Solomon Islands,2020,1536,Oceania,0.0
Solomon Islands,2021,1523,Oceania,-0.85
Solomon Islands,2022,1566,Oceania,2.82
Solomon Islands,2023,1661,Oceania,6.07
Solomon Islands,2024,1777,Oceania,6.98
Solomon Islands,2025,1898,Oceania,6.81
Somalia,2020,8628,Africa,0.0
Somalia,2021,9484,Africa,9.92
Somalia,2022,10203,Africa,7.58
Somalia,2023,10969,Africa,7.51
Somalia,2024,12134,Africa,10.62
Somalia,2025,12994,Africa,7.09
South Africa,2020,337876,Africa,0.0
South Africa,2021,420778,Africa,24.54
South Africa,2022,406755,Africa,-3.33
South Africa,2023,380592,Africa,-6.43
South Africa,2024,400191,Africa,5.15
South Africa,2025,410338,Africa,2.54
South Sudan,2020,5423,Africa,0.0
South Sudan,2021,5940,Africa,9.53
South Sudan,2022,8037,Africa,35.3
South Sudan,2023,7186,Africa,-10.59
South Sudan,2024,5423,Africa,-24.53
South Sudan,2025,3998,Africa,-26.28
Spain,2020,1288751,Europe,0.0
Spain,2021,1462216,Europe,13.46
Spain,2022,1447636,Europe,-1.0
Spain,2023,1620558,Europe,11.95
Spain,2024,1722227,Europe,6.27
Spain,2025,1799511,Europe,4.49
Sri Lanka,2020,84304,Asia,0.0
Sri Lanka,2021,88609,Asia,5.11
Sri Lanka,2022,74584,Asia,-15.83
Sri Lanka,2023,83723,Asia,12.25
Sri Lanka,2024,98964,Asia,18.2
Saint Kitts and Nevis,2020,884,North America,0.0
Saint Kitts and Nevis,2021,859,North America,-2.83
Saint Kitts and Nevis,2022,981,North America,14.2
Saint Kitts and Nevis,2023,1056,North America,7.65
Saint Kitts and Nevis,2024,1117,North America,5.78
Saint Kitts and Nevis,2025,1129,North America,1.07
Saint Lucia,2020,1499,North America,0.0
Saint Lucia,2021,1867,North America,24.55
Saint Lucia,2022,2343,North America,25.5
Saint Lucia,2023,2430,North America,3.71
Saint Lucia,2024,2523,North America,3.83
Saint Lucia,2025,2632,North America,4.32
Saint Vincent and the Grenadines,2020,864,North America,0.0
Saint Vincent and the Grenadines,2021,888,North America,2.78
Saint Vincent and the Grenadines,2022,970,North America,9.23
Saint Vincent and the Grenadines,2023,1071,North America,10.41
Saint Vincent and the Grenadines,2024,1162,North America,8.5
Saint Vincent and the Grenadines,2025,1242,North America,6.88
Sudan,2020,35237,Africa,0.0
Sudan,2021,35142,Africa,-0.27
Sudan,2022,33517,Africa,-4.62
Sudan,2023,36998,Africa,10.39
Sudan,2024,28270,Africa,-23.59
Sudan,2025,31506,Africa,11.45
Suriname,2020,2912,South America,0.0
Suriname,2021,3084,South America,5.91
Suriname,2022,3631,South America,17.74
Suriname,2023,3445,South America,-5.12
Suriname,2024,4458,South America,29.4
Suriname,2025,4506,South America,1.08
Sweden,2020,545148,Europe,0.0
Sweden,2021,637187,Europe,16.88
Sweden,2022,579896,Europe,-8.99
Sweden,2023,585490,Europe,0.96
Sweden,2024,610118,Europe,4.21
Sweden,2025,620297,Europe,1.67
Switzerland,2020,741288,Europe,0.0
Switzerland,2021,814699,Europe,9.9
Switzerland,2022,828522,Europe,1.7
Switzerland,2023,894867,Europe,8.01
Switzerland,2024,936738,Europe,4.68
Switzerland,2025,947125,Europe,1.11
Syria,2020,60043,Asia,0.0
Taiwan,2020,676861,Asia,0.0
Taiwan,2021,776965,Asia,14.79
Taiwan,2022,765624,Asia,-1.46
Taiwan,2023,757335,Asia,-1.08
Taiwan,2024,782441,Asia,3.32
Taiwan,2025,804889,Asia,2.87
Tajikistan,2020,8134,Asia,0.0
Tajikistan,2021,8934,Asia,9.84
Tajikistan,2022,10493,Asia,17.45
Tajikistan,2023,11854,Asia,12.97
Tajikistan,2024,13544,Asia,14.26
Tajikistan,2025,14836,Asia,9.54
Tanzania,2020,63373,Africa,0.0
Tanzania,2021,67964,Africa,7.24
Tanzania,2022,74173,Africa,9.14
Tanzania,2023,79138,Africa,6.69
Tanzania,2024,80171,Africa,1.31
Tanzania,2025,85977,Africa,7.24
Thailand,2020,500462,Asia,0.0
Thailand,2021,506195,Asia,1.15
Thailand,2022,495645,Asia,-2.08
Thailand,2023,515906,Asia,4.09
Thailand,2024,526411,Asia,2.04
Thailand,2025,546224,Asia,3.76
Timor-Leste,2020,2163,Unknown,0.0
Timor-Leste,2021,3625,Unknown,67.59
Timor-Leste,2022,3209,Unknown,-11.48
Timor-Leste,2023,2080,Unknown,-35.18
Timor-Leste,2024,2015,Unknown,-3.12
Timor-Leste,2025,2115,Unknown,4.96
Togo,2020,7400,Africa,0.0
Togo,2021,8338,Africa,12.68
Togo,2022,8144,Africa,-2.33
Togo,2023,9081,Africa,11.51
Togo,2024,9776,Africa,7.65
Togo,2025,10023,Africa,2.53
Tonga,2020,503,Oceania,0.0
Tonga,2021,520,Oceania,3.38
Tonga,2022,515,Oceania,-0.96
Tonga,2023,512,Oceania,-0.58
Tonga,2024,539,Oceania,5.27
Tonga,2025,568,Oceania,5.38
Trinidad and Tobago,2020,20991,North America,0.0
Trinidad and Tobago,2021,24177,North America,15.18
Trinidad and Tobago,2022,28510,North America,17.92
Trinidad and Tobago,2023,25489,North America,-10.6
Trinidad and Tobago,2024,25524,North America,0.14
Trinidad and Tobago,2025,26467,North America,3.69
Tunisia,2020,42494,Africa,0.0
Tunisia,2021,46813,Africa,10.16
Tunisia,2022,44596,Africa,-4.74
Tunisia,2023,48541,Africa,8.85
Tunisia,2024,53063,Africa,9.32
Tunisia,2025,56291,Africa,6.08
Turkey,2020,717114,Asia,0.0
Turkey,2021,807893,Asia,12.66
Turkey,2022,905800,Asia,12.12
Turkey,2023,1130062,Asia,24.76
Turkey,2024,1322405,Asia,17.02
Turkey,2025,1437406,Asia,8.7
Turkmenistan,2020,52385,Asia,0.0
Turkmenistan,2021,60934,Asia,16.32
Turkmenistan,2022,77963,Asia,27.95
Turkmenistan,2023,77876,Asia,-0.11
Turkmenistan,2024,82515,Asia,5.96
Turkmenistan,2025,89054,Asia,7.92
Tuvalu,2020,52,Oceania,0.0
Tuvalu,2021,62,Oceania,19.23
Tuvalu,2022,61,Oceania,-1.61
Tuvalu,2023,63,Oceania,3.28
Tuvalu,2024,65,Oceania,3.17
Tuvalu,2025,65,Oceania,0.0
Uganda,2020,37889,Africa,0.0
Uganda,2021,42805,Africa,12.97
Uganda,2022,47276,Africa,10.45
Uganda,2023,51934,Africa,9.85
Uganda,2024,56453,Africa,8.7
Uganda,2025,64277,Africa,13.86
Ukraine,2020,156566,Europe,0.0
Ukraine,2021,199835,Europe,27.64
Ukraine,2022,161987,Europe,-18.94
Ukraine,2023,178763,Europe,10.36
Ukraine,2024,190426,Europe,6.52
Ukraine,2025,205742,Europe,8.04
United Arab Emirates,2020,349473,Asia,0.0
United Arab Emirates,2021,415179,Asia,18.8
United Arab Emirates,2022,502732,Asia,21.09
United Arab Emirates,2023,514130,Asia,2.27
United Arab Emirates,2024,537079,Asia,4.46
United Arab Emirates,2025,548598,Asia,2.14
United Kingdom,2020,2698705,Europe,0.0
United Kingdom,2021,3144079,Europe,16.5
United Kingdom,2022,3125404,Europe,-0.59
United Kingdom,2023,3371118,Europe,7.86
United Kingdom,2024,3644636,Europe,8.11
United Kingdom,2025,3839180,Europe,5.34
United States,2020,21354125,North America,0.0
United States,2021,23681175,North America,10.9
United States,2022,26006900,North America,9.82
United States,2023,27720725,North America,6.59
United States,2024,29184900,North America,5.28
United States,2025,30507217,North America,4.53
Uruguay,2020,53557,South America,0.0
Uruguay,2021,60742,South America,13.42
Uruguay,2022,70600,South America,16.23
Uruguay,2023,77997,South America,10.48
Uruguay,2024,80961,South America,3.8
Uruguay,2025,79731,South America,-1.52
Uzbekistan,2020,66443,Asia,0.0
Uzbekistan,2021,77340,Asia,16.4
Uzbekistan,2022,90125,Asia,16.53
Uzbekistan,2023,102634,Asia,13.88
Uzbekistan,2024,114962,Asia,12.01
Uzbekistan,2025,132484,Asia,15.24
Vanuatu,2020,1008,Oceania,0.0
Vanuatu,2021,921,Oceania,-8.63
Vanuatu,2022,1072,Oceania,16.4
Vanuatu,2023,1158,Oceania,8.02
Vanuatu,2024,1206,Oceania,4.15
Vanuatu,2025,1267,Oceania,5.06
Venezuela,2020,42838,South America,0.0
Venezuela,2021,56615,South America,32.16
Venezuela,2022,89013,South America,57.23
Venezuela,2023,102377,South America,15.01
Venezuela,2024,119808,South America,17.03
Venezuela,2025,108511,South America,-9.43
Vietnam,2020,346310,Asia,0.0
Vietnam,2021,370076,Asia,6.86
Vietnam,2022,411068,Asia,11.08
Vietnam,2023,433008,Asia,5.34
Vietnam,2024,459472,Asia,6.11
Vietnam,2025,490970,Asia,6.86
Palestine,2020,15532,Asia,0.0
Palestine,2021,18109,Asia,16.59
Palestine,2022,19166,Asia,5.84
Palestine,2023,17848,Asia,-6.88
Yemen,2020,20220,Asia,0.0
Yemen,2021,19394,Asia,-4.09
Yemen,2022,23534,Asia,21.35
Yemen,2023,19412,Asia,-17.52
Yemen,2024,19101,Asia,-1.6
Yemen,2025,17401,Asia,-8.9
Zambia,2020,18138,Africa,0.0
Zambia,2021,22096,Africa,21.82
Zambia,2022,29164,Africa,31.99
Zambia,2023,27578,Africa,-5.44
Zambia,2024,26326,Africa,-4.54
Zambia,2025,28910,Africa,9.82
Zimbabwe,2020,26878,Africa,0.0
Zimbabwe,2021,36016,Africa,34.0
Zimbabwe,2022,32613,Africa,-9.45
Zimbabwe,2023,35144,Africa,7.76
Zimbabwe,2024,35224,Africa,0.23
Zimbabwe,2025,38172,Africa,8.37
